"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check","id.1","wides","legbyes","noballs","byes","odi_no.1","check.1","id.2","batsman.1","extras","total","odi_no.2","check.2","id.3","fielders","kind","player_out","odi_no.3","check.3","X","X.1","X.2"
"26298","41846","0.1","1186",230,525,2,"Pakistan",41852,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41852,2,0,2,3598,0,NA,NA,"","","","",NA,NA,NA
"26299","41847","0.2","1186",230,525,2,"Pakistan",41853,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41853,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26300","41848","0.3","1186",230,525,2,"Pakistan",41854,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41854,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26301","41849","0.4","1186",230,525,2,"Pakistan",41855,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41855,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26302","41850","0.5","1186",230,525,2,"Pakistan",41856,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41856,2,0,2,3598,0,NA,NA,"","","","",NA,NA,NA
"26303","41851","0.6","1186",230,525,2,"Pakistan",41857,1507,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41857,0,1,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26304","41852","1.1","1186",590,525,2,"Pakistan",41858,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41858,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26305","41853","1.2","1186",590,525,2,"Pakistan",41859,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41859,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26306","41854","1.3","1186",590,525,2,"Pakistan",41860,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41860,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26307","41855","1.4","1186",590,525,2,"Pakistan",41861,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41861,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26308","41856","1.5","1186",590,525,2,"Pakistan",41862,1508,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41862,0,1,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26309","41857","1.5","1186",590,525,2,"Pakistan",41863,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41863,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26310","41858","1.6","1186",590,525,2,"Pakistan",41864,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41864,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26312","41860","2.2","1186",230,525,2,"Pakistan",41866,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41866,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26313","41861","2.3","1186",230,525,2,"Pakistan",41867,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41867,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26318","41866","3.1","1186",590,525,2,"Pakistan",41872,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41872,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26319","41867","3.2","1186",590,525,2,"Pakistan",41873,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41873,2,0,2,3598,0,NA,NA,"","","","",NA,NA,NA
"26320","41868","3.3","1186",590,525,2,"Pakistan",41874,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41874,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26321","41869","3.4","1186",590,525,2,"Pakistan",41875,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41875,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26322","41870","3.5","1186",590,525,2,"Pakistan",41876,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41876,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26323","41871","3.6","1186",590,525,2,"Pakistan",41877,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41877,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26325","41873","4.2","1186",230,525,2,"Pakistan",41879,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41879,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26330","41878","5.1","1186",590,525,2,"Pakistan",41884,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41884,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26331","41879","5.2","1186",590,525,2,"Pakistan",41885,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41885,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26336","41884","6.1","1186",230,525,2,"Pakistan",41890,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41890,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26337","41885","6.2","1186",230,525,2,"Pakistan",41891,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41891,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26342","41890","7.1","1186",590,525,2,"Pakistan",41896,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41896,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26347","41895","7.6","1186",590,525,2,"Pakistan",41901,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41901,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26348","41896","8.1","1186",1044,525,2,"Pakistan",41902,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41902,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26349","41897","8.2","1186",1044,525,2,"Pakistan",41903,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41903,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26350","41898","8.3","1186",1044,525,2,"Pakistan",41904,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41904,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26354","41902","9.1","1186",590,525,2,"Pakistan",41908,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41908,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26355","41903","9.2","1186",590,525,2,"Pakistan",41909,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41909,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26360","41908","10.1","1186",1044,525,2,"Pakistan",41914,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41914,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26361","41909","10.2","1186",1044,525,2,"Pakistan",41915,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41915,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26362","41910","10.3","1186",1044,525,2,"Pakistan",41916,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41916,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26363","41911","10.4","1186",1044,525,2,"Pakistan",41917,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41917,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26367","41915","11.2","1186",590,525,2,"Pakistan",41921,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41921,6,0,6,3598,0,NA,NA,"","","","",NA,NA,NA
"26368","41916","11.3","1186",590,525,2,"Pakistan",41922,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41922,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26371","41919","11.6","1186",590,525,2,"Pakistan",41925,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41925,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26374","41922","12.3","1186",1044,525,2,"Pakistan",41928,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41928,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26377","41925","12.6","1186",1044,525,2,"Pakistan",41931,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41931,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26380","41928","13.3","1186",1349,525,2,"Pakistan",41934,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41934,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26381","41929","13.4","1186",1349,525,2,"Pakistan",41935,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41935,4,0,4,3598,0,NA,NA,"","","","",NA,NA,NA
"26382","41930","13.5","1186",1349,525,2,"Pakistan",41936,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41936,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26384","41932","14.1","1186",1044,525,2,"Pakistan",41938,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41938,4,0,4,3598,0,NA,NA,"","","","",NA,NA,NA
"26385","41933","14.2","1186",1044,525,2,"Pakistan",41939,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41939,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26388","41936","14.5","1186",1044,525,2,"Pakistan",41942,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41942,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26389","41937","14.6","1186",1044,525,2,"Pakistan",41943,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41943,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26390","41938","15.1","1186",1349,525,2,"Pakistan",41944,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41944,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26395","41943","15.6","1186",1349,525,2,"Pakistan",41949,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41949,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26396","41944","16.1","1186",983,525,2,"Pakistan",41950,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41950,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26400","41948","16.5","1186",983,525,2,"Pakistan",41954,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41954,6,0,6,3598,0,NA,NA,"","","","",NA,NA,NA
"26401","41949","16.6","1186",983,525,2,"Pakistan",41955,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41955,4,0,4,3598,0,NA,NA,"","","","",NA,NA,NA
"26404","41952","17.3","1186",1349,525,2,"Pakistan",41958,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41958,2,0,2,3598,0,NA,NA,"","","","",NA,NA,NA
"26405","41953","17.4","1186",1349,525,2,"Pakistan",41959,1510,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41959,0,1,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26409","41957","18.2","1186",983,525,2,"Pakistan",41963,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41963,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26412","41960","18.5","1186",983,525,2,"Pakistan",41966,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41966,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26413","41961","18.6","1186",983,525,2,"Pakistan",41967,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41967,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26416","41964","19.3","1186",1044,525,2,"Pakistan",41970,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41970,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26419","41967","19.6","1186",1044,525,2,"Pakistan",41973,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41973,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26421","41969","20.2","1186",983,525,2,"Pakistan",41975,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41975,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26423","41971","20.4","1186",983,1289,2,"Pakistan",41977,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41977,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26424","41972","20.5","1186",983,1289,2,"Pakistan",41978,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41978,3,0,3,3598,0,NA,NA,"","","","",NA,NA,NA
"26429","41977","21.4","1186",1044,1289,2,"Pakistan",41983,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41983,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26432","41980","22.1","1186",983,1289,2,"Pakistan",41986,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41986,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26435","41983","22.4","1186",983,1289,2,"Pakistan",41989,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41989,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26440","41988","23.3","1186",230,1289,2,"Pakistan",41994,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41994,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26441","41989","23.4","1186",230,1289,2,"Pakistan",41995,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41995,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26442","41990","23.5","1186",230,1289,2,"Pakistan",41996,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41996,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26444","41992","24.1","1186",983,1289,2,"Pakistan",41998,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,41998,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26448","41996","24.5","1186",983,1182,2,"Pakistan",42002,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42002,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26451","41999","25.2","1186",230,1182,2,"Pakistan",42005,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42005,4,0,4,3598,0,NA,NA,"","","","",NA,NA,NA
"26452","42000","25.3","1186",230,1182,2,"Pakistan",42006,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42006,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26454","42002","25.5","1186",230,1182,2,"Pakistan",42008,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42008,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26455","42003","25.6","1186",230,1182,2,"Pakistan",42009,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42009,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26458","42006","26.3","1186",1044,1182,2,"Pakistan",42012,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42012,4,0,4,3598,0,NA,NA,"","","","",NA,NA,NA
"26459","42007","26.4","1186",1044,1182,2,"Pakistan",42013,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42013,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26461","42009","26.6","1186",1044,1182,2,"Pakistan",42015,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42015,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26465","42013","27.4","1186",230,1182,2,"Pakistan",42019,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42019,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26467","42015","27.6","1186",230,1182,2,"Pakistan",42021,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42021,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26468","42016","28.1","1186",1044,1182,2,"Pakistan",42022,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42022,2,0,2,3598,0,NA,NA,"","","","",NA,NA,NA
"26469","42017","28.2","1186",1044,1182,2,"Pakistan",42023,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42023,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26470","42018","28.3","1186",1044,1182,2,"Pakistan",42024,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42024,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26473","42021","28.6","1186",1044,1182,2,"Pakistan",42027,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42027,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26474","42022","29.1","1186",1349,1182,2,"Pakistan",42028,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42028,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26476","42024","29.3","1186",1349,1182,2,"Pakistan",42030,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42030,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26478","42026","29.5","1186",1349,1182,2,"Pakistan",42032,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42032,1,0,1,3598,0,NA,NA,"","","","",NA,NA,NA
"26480","42028","30.1","1186",1346,1182,2,"Pakistan",42034,-1,-1,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42034,6,0,6,3598,0,NA,NA,"","","","",NA,NA,NA
"26481","42029","30.2","1186",1346,1182,2,"Pakistan",42035,-1,1067,3598,"none",0,NA,NA,NA,NA,NA,NA,NA,42035,0,0,0,3598,0,NA,NA,"","","","",NA,NA,NA
"26564","42112","0.1","1186",982,525,1,"Pakistan",42118,-1,-1,3596,"none",0,NA,NA,NA,NA,NA,NA,NA,42118,0,0,0,3596,0,NA,NA,"","","","",NA,NA,NA
"26565","42113","0.2","1186",982,525,1,"Pakistan",42119,-1,-1,3596,"none",0,NA,NA,NA,NA,NA,NA,NA,42119,0,0,0,3596,0,NA,NA,"","","","",NA,NA,NA
"26566","42114","0.3","1186",982,525,1,"Pakistan",42120,-1,-1,3596,"none",0,NA,NA,NA,NA,NA,NA,NA,42120,0,0,0,3596,0,NA,NA,"","","","",NA,NA,NA
"26567","42115","0.4","1186",982,525,1,"Pakistan",42121,-1,-1,3596,"none",0,NA,NA,NA,NA,NA,NA,NA,42121,0,0,0,3596,0,NA,NA,"","","","",NA,NA,NA
"26568","42116","0.5","1186",982,525,1,"Pakistan",42122,-1,1075,3596,"none",0,NA,NA,NA,NA,NA,NA,NA,42122,0,0,0,3596,0,NA,NA,"","","","",NA,NA,NA
"32124","47672","2.4","1186",1567,525,1,"Pakistan",47678,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47678,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32125","47673","2.5","1186",1567,525,1,"Pakistan",47679,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47679,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32126","47674","2.6","1186",1567,525,1,"Pakistan",47680,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47680,1,0,1,3519,0,NA,NA,"","","","",NA,NA,NA
"32127","47675","3.1","1186",1550,525,1,"Pakistan",47681,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47681,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32128","47676","3.2","1186",1550,525,1,"Pakistan",47682,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47682,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32129","47677","3.3","1186",1550,525,1,"Pakistan",47683,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47683,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32130","47678","3.4","1186",1550,525,1,"Pakistan",47684,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47684,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32131","47679","3.5","1186",1550,525,1,"Pakistan",47685,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47685,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32132","47680","3.6","1186",1550,525,1,"Pakistan",47686,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47686,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32140","47688","5.1","1186",1550,525,1,"Pakistan",47694,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47694,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32141","47689","5.2","1186",1550,525,1,"Pakistan",47695,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47695,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32142","47690","5.3","1186",1550,525,1,"Pakistan",47696,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47696,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32143","47691","5.4","1186",1550,525,1,"Pakistan",47697,1691,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47697,0,1,1,3519,0,NA,NA,"","","","",NA,NA,NA
"32152","47700","7.1","1186",1550,1182,1,"Pakistan",47706,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47706,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32153","47701","7.2","1186",1550,1182,1,"Pakistan",47707,-1,-1,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47707,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32154","47702","7.3","1186",1550,1182,1,"Pakistan",47708,-1,1224,3519,"none",0,NA,NA,NA,NA,NA,NA,NA,47708,0,0,0,3519,0,NA,NA,"","","","",NA,NA,NA
"32754","48302","3.5","1186",1550,525,2,"Pakistan",48308,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48308,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32755","48303","3.6","1186",1550,525,2,"Pakistan",48309,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48309,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32762","48310","5.1","1186",1550,525,2,"Pakistan",48316,1721,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48316,0,1,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32763","48311","5.1","1186",1550,525,2,"Pakistan",48317,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48317,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32764","48312","5.2","1186",1550,525,2,"Pakistan",48318,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48318,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32765","48313","5.3","1186",1550,525,2,"Pakistan",48319,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48319,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32766","48314","5.4","1186",1550,525,2,"Pakistan",48320,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48320,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32767","48315","5.5","1186",1550,525,2,"Pakistan",48321,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48321,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32769","48317","6.1","1186",1509,525,2,"Pakistan",48323,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48323,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32772","48320","6.4","1186",1509,525,2,"Pakistan",48326,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48326,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32773","48321","6.5","1186",1509,525,2,"Pakistan",48327,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48327,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32774","48322","6.6","1186",1509,525,2,"Pakistan",48328,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48328,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32775","48323","7.1","1186",1551,525,2,"Pakistan",48329,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48329,2,0,2,3515,0,NA,NA,"","","","",NA,NA,NA
"32776","48324","7.2","1186",1551,525,2,"Pakistan",48330,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48330,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32777","48325","7.3","1186",1551,525,2,"Pakistan",48331,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48331,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32778","48326","7.4","1186",1551,525,2,"Pakistan",48332,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48332,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32779","48327","7.5","1186",1551,525,2,"Pakistan",48333,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48333,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32781","48329","8.1","1186",1532,525,2,"Pakistan",48335,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48335,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32787","48335","9.1","1186",1550,525,2,"Pakistan",48341,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48341,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32788","48336","9.2","1186",1550,525,2,"Pakistan",48342,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48342,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32789","48337","9.3","1186",1550,525,2,"Pakistan",48343,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48343,4,0,4,3515,0,NA,NA,"","","","",NA,NA,NA
"32790","48338","9.4","1186",1550,525,2,"Pakistan",48344,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48344,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32791","48339","9.5","1186",1550,525,2,"Pakistan",48345,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48345,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32793","48341","10.1","1186",557,525,2,"Pakistan",48347,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48347,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32795","48343","10.3","1186",557,525,2,"Pakistan",48349,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48349,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
"32796","48344","10.4","1186",557,525,2,"Pakistan",48350,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48350,1,0,1,3515,0,NA,NA,"","","","",NA,NA,NA
"32800","48348","11.2","1186",236,525,2,"Pakistan",48354,-1,-1,3515,"none",0,NA,NA,NA,NA,NA,NA,NA,48354,0,0,0,3515,0,NA,NA,"","","","",NA,NA,NA
