"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check"
"85829","102263","45.3","1186",1537,1251,1,"Pakistan",102269,-1,-1,3445,"none",0
"85833","102267","46.1","1186",1550,1251,1,"Pakistan",102273,-1,-1,3445,"none",0
"85835","102269","46.3","1186",1550,1251,1,"Pakistan",102275,-1,-1,3445,"none",0
"85837","102271","46.5","1186",1550,1251,1,"Pakistan",102277,-1,-1,3445,"none",0
"85838","102272","46.6","1186",1550,1251,1,"Pakistan",102278,-1,-1,3445,"none",0
"85839","102273","47.1","1186",236,1251,1,"Pakistan",102279,-1,-1,3445,"none",0
"85846","102280","48.2","1186",1550,735,1,"Pakistan",102286,-1,-1,3445,"none",0
"85848","102282","48.4","1186",1550,735,1,"Pakistan",102288,-1,-1,3445,"none",0
"85849","102283","48.5","1186",1550,735,1,"Pakistan",102289,-1,-1,3445,"none",0
"85851","102285","49.1","1186",1537,735,1,"Pakistan",102291,-1,-1,3445,"none",0
"85853","102287","49.3","1186",1537,735,1,"Pakistan",102293,-1,-1,3445,"none",0
"85854","102288","49.4","1186",1537,735,1,"Pakistan",102294,-1,2741,3445,"none",0
"98353","114787","0.1","1186",1411,525,2,"Pakistan",114793,-1,-1,3433,"none",0
"98354","114788","0.2","1186",1411,525,2,"Pakistan",114794,-1,-1,3433,"none",0
"98355","114789","0.3","1186",1411,525,2,"Pakistan",114795,-1,-1,3433,"none",0
"98356","114790","0.4","1186",1411,525,2,"Pakistan",114796,-1,-1,3433,"none",0
"98357","114791","0.5","1186",1411,525,2,"Pakistan",114797,-1,-1,3433,"none",0
"98358","114792","0.6","1186",1411,525,2,"Pakistan",114798,-1,-1,3433,"none",0
"98362","114796","1.4","1186",1438,525,2,"Pakistan",114802,-1,-1,3433,"none",0
"98364","114798","1.6","1186",1438,525,2,"Pakistan",114804,-1,-1,3433,"none",0
"98371","114805","3.1","1186",1438,525,2,"Pakistan",114811,-1,-1,3433,"none",0
"98372","114806","3.2","1186",1438,525,2,"Pakistan",114812,-1,-1,3433,"none",0
"98373","114807","3.3","1186",1438,525,2,"Pakistan",114813,-1,-1,3433,"none",0
"98377","114811","4.1","1186",1411,1272,2,"Pakistan",114817,-1,-1,3433,"none",0
"98378","114812","4.2","1186",1411,1272,2,"Pakistan",114818,-1,-1,3433,"none",0
"98379","114813","4.3","1186",1411,1272,2,"Pakistan",114819,-1,-1,3433,"none",0
"98380","114814","4.4","1186",1411,1272,2,"Pakistan",114820,-1,-1,3433,"none",0
"98381","114815","4.5","1186",1411,1272,2,"Pakistan",114821,-1,3097,3433,"none",0
"98882","115316","1.1","1186",1438,525,2,"Pakistan",115322,-1,-1,3431,"none",0
"98883","115317","1.2","1186",1438,525,2,"Pakistan",115323,-1,-1,3431,"none",0
"98887","115321","1.6","1186",1438,525,2,"Pakistan",115327,-1,-1,3431,"none",0
"98892","115326","2.4","1186",1431,525,2,"Pakistan",115332,-1,-1,3431,"none",0
"98893","115327","2.5","1186",1431,525,2,"Pakistan",115333,-1,-1,3431,"none",0
"98894","115328","2.6","1186",1431,525,2,"Pakistan",115334,-1,-1,3431,"none",0
"98896","115330","3.2","1186",1438,525,2,"Pakistan",115336,-1,-1,3431,"none",0
"98897","115331","3.3","1186",1438,525,2,"Pakistan",115337,-1,-1,3431,"none",0
"98898","115332","3.4","1186",1438,525,2,"Pakistan",115338,-1,-1,3431,"none",0
"98899","115333","3.5","1186",1438,525,2,"Pakistan",115339,-1,-1,3431,"none",0
"98900","115334","3.6","1186",1438,525,2,"Pakistan",115340,-1,-1,3431,"none",0
"98905","115339","4.5","1186",1431,525,2,"Pakistan",115345,-1,-1,3431,"none",0
"98906","115340","4.6","1186",1431,525,2,"Pakistan",115346,-1,-1,3431,"none",0
"98912","115346","5.6","1186",1438,525,2,"Pakistan",115352,4177,-1,3431,"none",0
"98913","115347","5.6","1186",1438,525,2,"Pakistan",115353,-1,-1,3431,"none",0
"98914","115348","6.1","1186",1431,525,2,"Pakistan",115354,-1,-1,3431,"none",0
"98915","115349","6.2","1186",1431,525,2,"Pakistan",115355,-1,-1,3431,"none",0
"98916","115350","6.3","1186",1431,525,2,"Pakistan",115356,-1,-1,3431,"none",0
"98917","115351","6.4","1186",1431,525,2,"Pakistan",115357,-1,-1,3431,"none",0
"98918","115352","6.5","1186",1431,525,2,"Pakistan",115358,-1,-1,3431,"none",0
"98919","115353","6.6","1186",1431,525,2,"Pakistan",115359,-1,-1,3431,"none",0
"98923","115357","7.4","1186",1438,525,2,"Pakistan",115363,-1,-1,3431,"none",0
"98929","115363","8.4","1186",1396,525,2,"Pakistan",115369,-1,-1,3431,"none",0
"98930","115364","8.5","1186",1396,525,2,"Pakistan",115370,-1,-1,3431,"none",0
"98931","115365","8.6","1186",1396,525,2,"Pakistan",115371,-1,-1,3431,"none",0
"98938","115372","10.1","1186",1396,525,2,"Pakistan",115378,-1,-1,3431,"none",0
"98942","115376","10.5","1186",1396,525,2,"Pakistan",115382,-1,-1,3431,"none",0
"98944","115378","11.1","1186",1438,525,2,"Pakistan",115384,-1,-1,3431,"none",0
"98946","115380","11.3","1186",1438,525,2,"Pakistan",115386,-1,-1,3431,"none",0
"98949","115383","11.6","1186",1438,525,2,"Pakistan",115389,-1,-1,3431,"none",0
"98950","115384","12.1","1186",1396,525,2,"Pakistan",115390,-1,-1,3431,"none",0
"98951","115385","12.2","1186",1396,525,2,"Pakistan",115391,-1,-1,3431,"none",0
"98952","115386","12.3","1186",1396,525,2,"Pakistan",115392,-1,-1,3431,"none",0
"98953","115387","12.4","1186",1396,525,2,"Pakistan",115393,-1,-1,3431,"none",0
"98954","115388","12.5","1186",1396,525,2,"Pakistan",115394,-1,-1,3431,"none",0
"98955","115389","12.6","1186",1396,525,2,"Pakistan",115395,-1,-1,3431,"none",0
"98959","115393","13.3","1186",1395,525,2,"Pakistan",115399,-1,-1,3431,"none",0
"98965","115399","14.3","1186",1396,525,2,"Pakistan",115405,-1,-1,3431,"none",0
"98966","115400","14.4","1186",1396,525,2,"Pakistan",115406,-1,-1,3431,"none",0
"98967","115401","14.5","1186",1396,525,2,"Pakistan",115407,-1,-1,3431,"none",0
"98968","115402","14.6","1186",1396,525,2,"Pakistan",115408,-1,-1,3431,"none",0
"98971","115405","15.3","1186",1395,525,2,"Pakistan",115411,-1,-1,3431,"none",0
"98972","115406","15.4","1186",1395,525,2,"Pakistan",115412,-1,-1,3431,"none",0
"98975","115409","16.1","1186",1141,525,2,"Pakistan",115415,-1,-1,3431,"none",0
"98976","115410","16.2","1186",1141,525,2,"Pakistan",115416,-1,-1,3431,"none",0
"98980","115414","16.6","1186",1141,525,2,"Pakistan",115420,-1,-1,3431,"none",0
"98981","115415","17.1","1186",1395,525,2,"Pakistan",115421,-1,-1,3431,"none",0
"98982","115416","17.2","1186",1395,525,2,"Pakistan",115422,-1,-1,3431,"none",0
"98983","115417","17.3","1186",1395,525,2,"Pakistan",115423,-1,-1,3431,"none",0
"98984","115418","17.4","1186",1395,525,2,"Pakistan",115424,-1,-1,3431,"none",0
"98985","115419","17.5","1186",1395,525,2,"Pakistan",115425,-1,-1,3431,"none",0
"98987","115421","18.1","1186",1343,525,2,"Pakistan",115427,-1,-1,3431,"none",0
"98988","115422","18.2","1186",1343,525,2,"Pakistan",115428,-1,-1,3431,"none",0
"98989","115423","18.3","1186",1343,525,2,"Pakistan",115429,-1,-1,3431,"none",0
"98991","115425","18.5","1186",1343,525,2,"Pakistan",115431,-1,3111,3431,"none",0
"98993","115427","19.1","1186",1395,1272,2,"Pakistan",115433,-1,-1,3431,"none",0
"98994","115428","19.2","1186",1395,1272,2,"Pakistan",115434,-1,-1,3431,"none",0
"98995","115429","19.3","1186",1395,1272,2,"Pakistan",115435,-1,-1,3431,"none",0
"98996","115430","19.4","1186",1395,1272,2,"Pakistan",115436,-1,-1,3431,"none",0
"98997","115431","19.5","1186",1395,1272,2,"Pakistan",115437,-1,-1,3431,"none",0
"99003","115437","20.5","1186",1141,1272,2,"Pakistan",115443,-1,3112,3431,"none",0
"99483","115917","0.1","1186",1396,525,2,"Pakistan",115923,-1,-1,3430,"none",0
"99484","115918","0.2","1186",1396,525,2,"Pakistan",115924,-1,-1,3430,"none",0
"99485","115919","0.3","1186",1396,525,2,"Pakistan",115925,-1,-1,3430,"none",0
"99486","115920","0.4","1186",1396,525,2,"Pakistan",115926,4190,-1,3430,"none",0
"99487","115921","0.4","1186",1396,525,2,"Pakistan",115927,-1,-1,3430,"none",0
"99488","115922","0.5","1186",1396,525,2,"Pakistan",115928,-1,-1,3430,"none",0
"99489","115923","0.6","1186",1396,525,2,"Pakistan",115929,-1,-1,3430,"none",0
"99496","115930","2.1","1186",1396,525,2,"Pakistan",115936,-1,-1,3430,"none",0
"99497","115931","2.2","1186",1396,525,2,"Pakistan",115937,-1,-1,3430,"none",0
"99498","115932","2.3","1186",1396,525,2,"Pakistan",115938,-1,-1,3430,"none",0
"99499","115933","2.4","1186",1396,525,2,"Pakistan",115939,-1,-1,3430,"none",0
"99500","115934","2.5","1186",1396,525,2,"Pakistan",115940,-1,-1,3430,"none",0
"99501","115935","2.6","1186",1396,525,2,"Pakistan",115941,-1,-1,3430,"none",0
"99508","115942","4.1","1186",1396,525,2,"Pakistan",115948,-1,-1,3430,"none",0
"99509","115943","4.2","1186",1396,525,2,"Pakistan",115949,4191,-1,3430,"none",0
"99513","115947","4.6","1186",1396,525,2,"Pakistan",115953,-1,-1,3430,"none",0
"99516","115950","5.3","1186",1438,525,2,"Pakistan",115956,-1,-1,3430,"none",0
"99520","115954","6.1","1186",1431,525,2,"Pakistan",115960,-1,-1,3430,"none",0
"99521","115955","6.2","1186",1431,525,2,"Pakistan",115961,-1,-1,3430,"none",0
"99522","115956","6.3","1186",1431,525,2,"Pakistan",115962,-1,-1,3430,"none",0
"99523","115957","6.4","1186",1431,525,2,"Pakistan",115963,-1,-1,3430,"none",0
"99524","115958","6.5","1186",1431,525,2,"Pakistan",115964,-1,-1,3430,"none",0
"99526","115960","7.1","1186",1438,525,2,"Pakistan",115966,-1,-1,3430,"none",0
"99527","115961","7.2","1186",1438,525,2,"Pakistan",115967,-1,-1,3430,"none",0
"99528","115962","7.3","1186",1438,525,2,"Pakistan",115968,-1,-1,3430,"none",0
"99531","115965","7.6","1186",1438,525,2,"Pakistan",115971,-1,-1,3430,"none",0
"99538","115972","9.1","1186",1396,617,2,"Pakistan",115978,-1,-1,3430,"none",0
"99539","115973","9.2","1186",1396,617,2,"Pakistan",115979,-1,-1,3430,"none",0
"99540","115974","9.3","1186",1396,617,2,"Pakistan",115980,-1,-1,3430,"none",0
"99541","115975","9.4","1186",1396,617,2,"Pakistan",115981,-1,-1,3430,"none",0
"99542","115976","9.5","1186",1396,617,2,"Pakistan",115982,-1,-1,3430,"none",0
"99543","115977","9.6","1186",1396,617,2,"Pakistan",115983,-1,3130,3430,"none",0
"99776","116210","3.1","1186",1438,525,1,"Pakistan",116216,-1,-1,3427,"none",0
"99777","116211","3.2","1186",1438,525,1,"Pakistan",116217,-1,-1,3427,"none",0
"99782","116216","4.1","1186",1396,525,1,"Pakistan",116222,-1,-1,3427,"none",0
"99783","116217","4.2","1186",1396,525,1,"Pakistan",116223,-1,-1,3427,"none",0
"99784","116218","4.3","1186",1396,525,1,"Pakistan",116224,-1,-1,3427,"none",0
"99785","116219","4.4","1186",1396,525,1,"Pakistan",116225,-1,-1,3427,"none",0
"99788","116222","5.1","1186",1438,525,1,"Pakistan",116228,-1,-1,3427,"none",0
"99789","116223","5.2","1186",1438,525,1,"Pakistan",116229,-1,-1,3427,"none",0
"99790","116224","5.3","1186",1438,525,1,"Pakistan",116230,-1,-1,3427,"none",0
"99791","116225","5.4","1186",1438,525,1,"Pakistan",116231,-1,-1,3427,"none",0
"99792","116226","5.5","1186",1438,525,1,"Pakistan",116232,-1,-1,3427,"none",0
"99793","116227","5.6","1186",1438,525,1,"Pakistan",116233,-1,-1,3427,"none",0
"99796","116230","6.3","1186",544,525,1,"Pakistan",116236,-1,-1,3427,"none",0
"99797","116231","6.4","1186",544,525,1,"Pakistan",116237,-1,-1,3427,"none",0
"99798","116232","6.5","1186",544,525,1,"Pakistan",116238,-1,-1,3427,"none",0
"99799","116233","6.6","1186",544,525,1,"Pakistan",116239,-1,-1,3427,"none",0
"99803","116237","7.4","1186",1438,525,1,"Pakistan",116243,-1,-1,3427,"none",0
"99804","116238","7.5","1186",1438,525,1,"Pakistan",116244,-1,-1,3427,"none",0
"99805","116239","7.6","1186",1438,525,1,"Pakistan",116245,-1,-1,3427,"none",0
"99806","116240","8.1","1186",544,525,1,"Pakistan",116246,-1,-1,3427,"none",0
"99807","116241","8.2","1186",544,525,1,"Pakistan",116247,-1,-1,3427,"none",0
"99808","116242","8.3","1186",544,525,1,"Pakistan",116248,-1,-1,3427,"none",0
"99809","116243","8.4","1186",544,525,1,"Pakistan",116249,-1,-1,3427,"none",0
"99810","116244","8.5","1186",544,525,1,"Pakistan",116250,-1,-1,3427,"none",0
"99811","116245","8.6","1186",544,525,1,"Pakistan",116251,-1,-1,3427,"none",0
"99820","116254","10.3","1186",1141,525,1,"Pakistan",116260,-1,-1,3427,"none",0
"99821","116255","10.4","1186",1141,525,1,"Pakistan",116261,-1,-1,3427,"none",0
"99822","116256","10.5","1186",1141,525,1,"Pakistan",116262,-1,-1,3427,"none",0
"99823","116257","10.6","1186",1141,525,1,"Pakistan",116263,-1,-1,3427,"none",0
"99826","116260","11.3","1186",1395,525,1,"Pakistan",116266,-1,-1,3427,"none",0
"99827","116261","11.4","1186",1395,525,1,"Pakistan",116267,-1,-1,3427,"none",0
"99829","116263","11.6","1186",1395,525,1,"Pakistan",116269,-1,3140,3427,"none",0
"100645","117079","4.5","1186",1396,525,2,"Pakistan",117085,-1,-1,3425,"none",0
"100646","117080","4.6","1186",1396,525,2,"Pakistan",117086,-1,-1,3425,"none",0
"100653","117087","6.1","1186",1396,525,2,"Pakistan",117093,-1,-1,3425,"none",0
"100654","117088","6.2","1186",1396,525,2,"Pakistan",117094,-1,-1,3425,"none",0
"100655","117089","6.3","1186",1396,525,2,"Pakistan",117095,-1,-1,3425,"none",0
"100656","117090","6.4","1186",1396,525,2,"Pakistan",117096,-1,-1,3425,"none",0
"100657","117091","6.5","1186",1396,525,2,"Pakistan",117097,-1,-1,3425,"none",0
"100658","117092","6.6","1186",1396,525,2,"Pakistan",117098,-1,-1,3425,"none",0
"100662","117096","7.4","1186",1438,525,2,"Pakistan",117102,-1,-1,3425,"none",0
"100663","117097","7.5","1186",1438,525,2,"Pakistan",117103,-1,-1,3425,"none",0
"100671","117105","9.1","1186",1438,525,2,"Pakistan",117111,-1,-1,3425,"none",0
"100672","117106","9.2","1186",1438,525,2,"Pakistan",117112,-1,-1,3425,"none",0
"100673","117107","9.3","1186",1438,525,2,"Pakistan",117113,-1,-1,3425,"none",0
"100674","117108","9.4","1186",1438,525,2,"Pakistan",117114,-1,-1,3425,"none",0
"100675","117109","9.5","1186",1438,525,2,"Pakistan",117115,-1,-1,3425,"none",0
"100676","117110","9.6","1186",1438,525,2,"Pakistan",117116,-1,-1,3425,"none",0
"100677","117111","10.1","1186",544,525,2,"Pakistan",117117,-1,-1,3425,"none",0
"100680","117114","10.4","1186",544,525,2,"Pakistan",117120,-1,-1,3425,"none",0
"100681","117115","10.5","1186",544,525,2,"Pakistan",117121,-1,-1,3425,"none",0
"100684","117118","11.2","1186",1141,525,2,"Pakistan",117124,-1,-1,3425,"none",0
"100685","117119","11.3","1186",1141,525,2,"Pakistan",117125,-1,-1,3425,"none",0
"100686","117120","11.4","1186",1141,525,2,"Pakistan",117126,-1,-1,3425,"none",0
"100687","117121","11.5","1186",1141,525,2,"Pakistan",117127,-1,-1,3425,"none",0
"100690","117124","12.2","1186",1395,525,2,"Pakistan",117130,-1,-1,3425,"none",0
"100696","117130","13.1","1186",1141,525,2,"Pakistan",117136,-1,-1,3425,"none",0
"100699","117133","13.4","1186",1141,525,2,"Pakistan",117139,-1,-1,3425,"none",0
"100702","117136","14.1","1186",1395,525,2,"Pakistan",117142,-1,-1,3425,"none",0
"100703","117137","14.2","1186",1395,525,2,"Pakistan",117143,4228,-1,3425,"none",0
"100704","117138","14.2","1186",1395,525,2,"Pakistan",117144,-1,-1,3425,"none",0
"100707","117141","14.5","1186",1395,525,2,"Pakistan",117147,-1,-1,3425,"none",0
"100708","117142","14.6","1186",1395,525,2,"Pakistan",117148,-1,-1,3425,"none",0
"100709","117143","15.1","1186",544,525,2,"Pakistan",117149,-1,-1,3425,"none",0
"100710","117144","15.2","1186",544,525,2,"Pakistan",117150,-1,-1,3425,"none",0
"100711","117145","15.3","1186",544,525,2,"Pakistan",117151,-1,-1,3425,"none",0
"100717","117151","16.3","1186",1395,525,2,"Pakistan",117157,-1,-1,3425,"none",0
"100725","117159","17.4","1186",544,525,2,"Pakistan",117165,-1,-1,3425,"none",0
"100727","117161","17.6","1186",544,525,2,"Pakistan",117167,-1,-1,3425,"none",0
"100734","117168","19.1","1186",544,525,2,"Pakistan",117174,-1,-1,3425,"none",0
"100737","117171","19.4","1186",544,525,2,"Pakistan",117177,-1,-1,3425,"none",0
"100738","117172","19.5","1186",544,525,2,"Pakistan",117178,4230,-1,3425,"none",0
"100739","117173","19.5","1186",544,525,2,"Pakistan",117179,-1,3170,3425,"none",0
"105976","122410","11.1","1186",223,525,2,"Pakistan",122416,-1,-1,3396,"none",0
"105982","122416","12.1","1186",1769,525,2,"Pakistan",122422,-1,-1,3396,"none",0
"105983","122417","12.2","1186",1769,525,2,"Pakistan",122423,-1,-1,3396,"none",0
"105984","122418","12.3","1186",1769,525,2,"Pakistan",122424,-1,-1,3396,"none",0
"105985","122419","12.4","1186",1769,525,2,"Pakistan",122425,-1,-1,3396,"none",0
"105986","122420","12.5","1186",1769,525,2,"Pakistan",122426,-1,-1,3396,"none",0
"105988","122422","13.1","1186",223,525,2,"Pakistan",122428,-1,-1,3396,"none",0
"105989","122423","13.2","1186",223,525,2,"Pakistan",122429,-1,-1,3396,"none",0
"105990","122424","13.3","1186",223,525,2,"Pakistan",122430,-1,-1,3396,"none",0
"105992","122426","13.5","1186",223,525,2,"Pakistan",122432,-1,-1,3396,"none",0
"105993","122427","13.6","1186",223,525,2,"Pakistan",122433,-1,-1,3396,"none",0
"105994","122428","14.1","1186",1769,525,2,"Pakistan",122434,-1,-1,3396,"none",0
"105995","122429","14.2","1186",1769,525,2,"Pakistan",122435,-1,-1,3396,"none",0
"105996","122430","14.3","1186",1769,525,2,"Pakistan",122436,-1,-1,3396,"none",0
"105997","122431","14.4","1186",1769,525,2,"Pakistan",122437,-1,-1,3396,"none",0
"105998","122432","14.5","1186",1769,525,2,"Pakistan",122438,-1,-1,3396,"none",0
"105999","122433","14.6","1186",1769,525,2,"Pakistan",122439,-1,-1,3396,"none",0
"106004","122438","15.5","1186",223,525,2,"Pakistan",122444,-1,-1,3396,"none",0
"106006","122440","16.1","1186",1769,525,2,"Pakistan",122446,-1,-1,3396,"none",0
"106007","122441","16.2","1186",1769,525,2,"Pakistan",122447,-1,-1,3396,"none",0
"106008","122442","16.3","1186",1769,525,2,"Pakistan",122448,-1,-1,3396,"none",0
"106009","122443","16.4","1186",1769,525,2,"Pakistan",122449,-1,3298,3396,"none",0
"106547","122981","4.2","1186",1097,1226,2,"Pakistan",122987,-1,-1,3393,"none",0
"106548","122982","4.3","1186",1097,1226,2,"Pakistan",122988,-1,-1,3393,"none",0
"106552","122986","5.1","1186",222,1226,2,"Pakistan",122992,-1,-1,3393,"none",0
"106553","122987","5.2","1186",222,1226,2,"Pakistan",122993,-1,-1,3393,"none",0
"106557","122991","5.6","1186",222,1226,2,"Pakistan",122997,-1,-1,3393,"none",0
"106560","122994","6.3","1186",1097,1226,2,"Pakistan",123000,-1,-1,3393,"none",0
"106561","122995","6.4","1186",1097,1226,2,"Pakistan",123001,-1,-1,3393,"none",0
"106562","122996","6.5","1186",1097,1226,2,"Pakistan",123002,-1,-1,3393,"none",0
"106563","122997","6.6","1186",1097,1226,2,"Pakistan",123003,-1,-1,3393,"none",0
"106566","123000","7.3","1186",222,1226,2,"Pakistan",123006,-1,-1,3393,"none",0
"106567","123001","7.4","1186",222,1226,2,"Pakistan",123007,-1,-1,3393,"none",0
"106568","123002","7.5","1186",222,1226,2,"Pakistan",123008,-1,-1,3393,"none",0
"106569","123003","7.6","1186",222,1226,2,"Pakistan",123009,-1,-1,3393,"none",0
"106572","123006","8.3","1186",223,1226,2,"Pakistan",123012,-1,-1,3393,"none",0
"106573","123007","8.4","1186",223,1226,2,"Pakistan",123013,-1,-1,3393,"none",0
"106574","123008","8.5","1186",223,1226,2,"Pakistan",123014,-1,-1,3393,"none",0
"106576","123010","9.1","1186",222,1226,2,"Pakistan",123016,-1,-1,3393,"none",0
"106577","123011","9.2","1186",222,1226,2,"Pakistan",123017,-1,-1,3393,"none",0
"106578","123012","9.3","1186",222,1226,2,"Pakistan",123018,-1,-1,3393,"none",0
"106579","123013","9.4","1186",222,1226,2,"Pakistan",123019,-1,-1,3393,"none",0
"106580","123014","9.5","1186",222,1226,2,"Pakistan",123020,-1,-1,3393,"none",0
"106581","123015","9.6","1186",222,1226,2,"Pakistan",123021,-1,-1,3393,"none",0
"106588","123022","11.1","1186",1769,1226,2,"Pakistan",123028,-1,-1,3393,"none",0
"106589","123023","11.2","1186",1769,1226,2,"Pakistan",123029,-1,-1,3393,"none",0
"106590","123024","11.3","1186",1769,1226,2,"Pakistan",123030,-1,-1,3393,"none",0
"106592","123026","11.5","1186",1769,1226,2,"Pakistan",123032,-1,-1,3393,"none",0
"106593","123027","11.6","1186",1769,1226,2,"Pakistan",123033,-1,-1,3393,"none",0
"106594","123028","12.1","1186",223,1226,2,"Pakistan",123034,-1,-1,3393,"none",0
"106596","123030","12.3","1186",223,1226,2,"Pakistan",123036,-1,-1,3393,"none",0
"106597","123031","12.4","1186",223,1226,2,"Pakistan",123037,-1,-1,3393,"none",0
"106598","123032","12.5","1186",223,1226,2,"Pakistan",123038,-1,-1,3393,"none",0
"106600","123034","13.1","1186",1769,1226,2,"Pakistan",123040,-1,-1,3393,"none",0
"106604","123038","13.5","1186",1769,1226,2,"Pakistan",123044,-1,-1,3393,"none",0
"106606","123040","14.1","1186",223,1226,2,"Pakistan",123046,-1,-1,3393,"none",0
"106607","123041","14.2","1186",223,1226,2,"Pakistan",123047,-1,3311,3393,"none",0
"106608","123042","14.3","1186",223,1182,2,"Pakistan",123048,-1,-1,3393,"none",0
"106609","123043","14.4","1186",223,1182,2,"Pakistan",123049,-1,-1,3393,"none",0
"106612","123046","15.1","1186",1769,1182,2,"Pakistan",123052,-1,-1,3393,"none",0
"106614","123048","15.3","1186",1769,1182,2,"Pakistan",123054,-1,-1,3393,"none",0
"106615","123049","15.4","1186",1769,1182,2,"Pakistan",123055,-1,-1,3393,"none",0
"106616","123050","15.5","1186",1769,1182,2,"Pakistan",123056,-1,-1,3393,"none",0
"106617","123051","15.6","1186",1769,1182,2,"Pakistan",123057,-1,-1,3393,"none",0
"106622","123056","16.5","1186",223,1182,2,"Pakistan",123062,-1,-1,3393,"none",0
"106626","123060","17.2","1186",1647,1182,2,"Pakistan",123066,-1,-1,3393,"none",0
"106627","123061","17.3","1186",1647,1182,2,"Pakistan",123067,-1,-1,3393,"none",0
"106628","123062","17.4","1186",1647,1182,2,"Pakistan",123068,-1,-1,3393,"none",0
"106629","123063","17.5","1186",1647,1182,2,"Pakistan",123069,-1,-1,3393,"none",0
"106633","123067","18.3","1186",1767,1182,2,"Pakistan",123073,-1,-1,3393,"none",0
"106636","123070","18.6","1186",1767,1182,2,"Pakistan",123076,-1,-1,3393,"none",0
"106638","123072","19.2","1186",1647,1182,2,"Pakistan",123078,-1,-1,3393,"none",0
"106640","123074","19.4","1186",1647,1182,2,"Pakistan",123080,-1,-1,3393,"none",0
"106642","123076","19.6","1186",1647,1182,2,"Pakistan",123082,-1,-1,3393,"none",0
"106644","123078","20.2","1186",1097,1182,2,"Pakistan",123084,-1,-1,3393,"none",0
"106646","123080","20.4","1186",1097,1182,2,"Pakistan",123086,4427,-1,3393,"none",0
"106647","123081","20.4","1186",1097,1182,2,"Pakistan",123087,-1,-1,3393,"none",0
"106648","123082","20.5","1186",1097,1182,2,"Pakistan",123088,4428,-1,3393,"none",0
"106650","123084","20.6","1186",1097,1182,2,"Pakistan",123090,-1,-1,3393,"none",0
"106653","123087","21.3","1186",1647,1182,2,"Pakistan",123093,-1,-1,3393,"none",0
"106656","123090","21.6","1186",1647,1182,2,"Pakistan",123096,-1,-1,3393,"none",0
"106658","123092","22.2","1186",223,1182,2,"Pakistan",123098,-1,-1,3393,"none",0
"106661","123095","22.5","1186",223,1182,2,"Pakistan",123101,-1,-1,3393,"none",0
"106664","123098","23.2","1186",222,1182,2,"Pakistan",123104,-1,-1,3393,"none",0
"106665","123099","23.3","1186",222,1182,2,"Pakistan",123105,-1,3312,3393,"none",0
"106778","123212","11.6","1186",1097,1226,1,"Pakistan",123218,-1,-1,3391,"none",0
"106784","123218","12.6","1186",1769,1182,1,"Pakistan",123224,-1,-1,3391,"none",0
"106789","123223","13.5","1186",1097,1182,1,"Pakistan",123229,-1,-1,3391,"none",0
"106791","123225","14.1","1186",1769,1182,1,"Pakistan",123231,-1,-1,3391,"none",0
"106792","123226","14.2","1186",1769,1182,1,"Pakistan",123232,-1,-1,3391,"none",0
"106793","123227","14.3","1186",1769,1182,1,"Pakistan",123233,-1,-1,3391,"none",0
"106794","123228","14.4","1186",1769,1182,1,"Pakistan",123234,-1,-1,3391,"none",0
"106795","123229","14.5","1186",1769,1182,1,"Pakistan",123235,-1,-1,3391,"none",0
"106797","123231","15.1","1186",1097,1182,1,"Pakistan",123237,-1,-1,3391,"none",0
"106798","123232","15.2","1186",1097,1182,1,"Pakistan",123238,-1,-1,3391,"none",0
"106810","123244","17.2","1186",223,1182,1,"Pakistan",123250,-1,-1,3391,"none",0
"106811","123245","17.3","1186",223,1182,1,"Pakistan",123251,-1,-1,3391,"none",0
"106813","123247","17.5","1186",223,1182,1,"Pakistan",123253,-1,-1,3391,"none",0
"106815","123249","18.1","1186",1769,1182,1,"Pakistan",123255,-1,-1,3391,"none",0
"106817","123251","18.3","1186",1769,1182,1,"Pakistan",123257,-1,-1,3391,"none",0
"106818","123252","18.4","1186",1769,1182,1,"Pakistan",123258,-1,-1,3391,"none",0
"106819","123253","18.5","1186",1769,1182,1,"Pakistan",123259,-1,-1,3391,"none",0
"106820","123254","18.6","1186",1769,1182,1,"Pakistan",123260,-1,-1,3391,"none",0
"106823","123257","19.3","1186",223,1182,1,"Pakistan",123263,-1,-1,3391,"none",0
"106825","123259","19.5","1186",223,1182,1,"Pakistan",123265,-1,-1,3391,"none",0
"106826","123260","19.6","1186",223,1182,1,"Pakistan",123266,-1,-1,3391,"none",0
"106827","123261","20.1","1186",1769,1182,1,"Pakistan",123267,-1,-1,3391,"none",0
"106838","123272","21.6","1186",223,1182,1,"Pakistan",123278,-1,-1,3391,"none",0
"106842","123276","22.4","1186",1769,1182,1,"Pakistan",123282,-1,-1,3391,"none",0
"106843","123277","22.5","1186",1769,1182,1,"Pakistan",123283,-1,-1,3391,"none",0
"106844","123278","22.6","1186",1769,1182,1,"Pakistan",123284,-1,-1,3391,"none",0
"106848","123282","23.4","1186",223,1182,1,"Pakistan",123288,-1,-1,3391,"none",0
"106850","123284","23.6","1186",223,1182,1,"Pakistan",123290,-1,-1,3391,"none",0
"106854","123288","24.4","1186",1769,1182,1,"Pakistan",123294,-1,-1,3391,"none",0
"106858","123292","25.2","1186",1647,1182,1,"Pakistan",123298,-1,-1,3391,"none",0
